USERNAME,COUNTRY_CODE,EMAIL_ADDRESS,CREDITCARD_TYPE,CUST_ID,AGE,SUBSCRIPTION_TYPE,WATCH_TOUCHPOINT,WATCH_STATUS,SUBSCRIPTION_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know,The Rings,Class of Nuke Em High 2,Fight club,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
Chandra Tessier,US,Chandra.Tessier@popj.com,Master Card,15374,68,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
Daphine Joiner,US,Daphine.Joiner@estyle.ne.jp,Master Card,15375,20,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Daphine Joiner,US,Daphine.Joiner@estyle.ne.jp,Master Card,15375,20,Complete,Phone,Frequent,MediumValue,Gen_Z,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose Jacobs,US,Rose.Jacobs@astroboymail.com,Master Card,15376,59,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rose Jacobs,US,Rose.Jacobs@astroboymail.com,Master Card,15376,59,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose Jacobs,US,Rose.Jacobs@astroboymail.com,Master Card,15376,59,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose Jacobs,US,Rose.Jacobs@astroboymail.com,Master Card,15376,59,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rose Jacobs,US,Rose.Jacobs@astroboymail.com,Master Card,15376,59,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Micheal Bailey,US,Micheal.Bailey@lopox.com,Discover,15377,47,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Krystle Shafer,US,Krystle.Shafer@trashymail.com,Master Card,15378,27,Complete,Desktop,Occasional,MediumValue,Gen_Y,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Felix Smart,US,Felix.Smart@docomo.ne.jp,American Express,15379,50,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aida Norris,US,Aida.Norris@sailormoon.com,JCB,15380,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Margie Elliott,US,Margie.Elliott@doramail.com,Diners Club,15381,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Margie Elliott,US,Margie.Elliott@doramail.com,Diners Club,15381,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margie Elliott,US,Margie.Elliott@doramail.com,Diners Club,15381,63,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hai Burt,US,Hai.Burt@doramail.com,Master Card,15382,37,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harold Wing,US,Harold.Wing@glaystyle.net,VISA,15383,48,Abandoned,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harold Wing,US,Harold.Wing@glaystyle.net,VISA,15383,48,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Harold Wing,US,Harold.Wing@glaystyle.net,VISA,15383,48,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Martin,US,Sam.Martin@docomo.ne.jp,Diners Club,15384,66,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Sam Martin,US,Sam.Martin@docomo.ne.jp,Diners Club,15384,66,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Sam Martin,US,Sam.Martin@docomo.ne.jp,Diners Club,15384,66,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Sam Martin,US,Sam.Martin@docomo.ne.jp,Diners Club,15384,66,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Sam Martin,US,Sam.Martin@docomo.ne.jp,Diners Club,15384,66,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
Maria Vaughan,US,Maria.Vaughan@kobej.zzn.com,VISA,15385,44,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Vaughan,US,Maria.Vaughan@kobej.zzn.com,VISA,15385,44,Complete,Phone,Occasional,LowValue,Gen_X,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Vaughan,US,Maria.Vaughan@kobej.zzn.com,VISA,15385,44,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maria Vaughan,US,Maria.Vaughan@kobej.zzn.com,VISA,15385,44,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maria Vaughan,US,Maria.Vaughan@kobej.zzn.com,VISA,15385,44,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Rosenbaum,US,Percy.Rosenbaum@hotmail.co.jp,Master Card,15386,21,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubye Baker,US,Rubye.Baker@vjp.jp,VISA,15387,69,Cancelled,Phone,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Rubye Baker,US,Rubye.Baker@vjp.jp,VISA,15387,69,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Rubye Baker,US,Rubye.Baker@vjp.jp,VISA,15387,69,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Rubye Baker,US,Rubye.Baker@vjp.jp,VISA,15387,69,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
Mitchell Alston,US,Mitchell.Alston@melmel.tv,VISA,15388,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Alston,US,Mitchell.Alston@melmel.tv,VISA,15388,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Alston,US,Mitchell.Alston@melmel.tv,VISA,15388,63,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mitchell Alston,US,Mitchell.Alston@melmel.tv,VISA,15388,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mitchell Alston,US,Mitchell.Alston@melmel.tv,VISA,15388,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Clayton Herbert,US,Clayton.Herbert@gmail.com,American Express,15389,62,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Clayton Herbert,US,Clayton.Herbert@gmail.com,American Express,15389,62,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Clayton Herbert,US,Clayton.Herbert@gmail.com,American Express,15389,62,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton Herbert,US,Clayton.Herbert@gmail.com,American Express,15389,62,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Clayton Herbert,US,Clayton.Herbert@gmail.com,American Express,15389,62,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Chun,US,Leonard.Chun@dodgeit.com,American Express,15390,75,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Leonard Chun,US,Leonard.Chun@dodgeit.com,American Express,15390,75,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
Leonard Chun,US,Leonard.Chun@dodgeit.com,American Express,15390,75,Complete,Desktop,Frequent,HighValue,Baby_Boomers,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
Leonard Chun,US,Leonard.Chun@dodgeit.com,American Express,15390,75,Complete,Desktop,Frequent,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bonita Jacobs,US,Bonita.Jacobs@excite.co.jp,Discover,15391,56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bonita Jacobs,US,Bonita.Jacobs@excite.co.jp,Discover,15391,56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonita Jacobs,US,Bonita.Jacobs@excite.co.jp,Discover,15391,56,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bonita Jacobs,US,Bonita.Jacobs@excite.co.jp,Discover,15391,56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peggie Trejo,US,Peggie.Trejo@smoug.net,Diners Club,15392,76,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Peggie Trejo,US,Peggie.Trejo@smoug.net,Diners Club,15392,76,In-Progress,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
Peggie Trejo,US,Peggie.Trejo@smoug.net,Diners Club,15392,76,Complete,Phone,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1
Peggie Trejo,US,Peggie.Trejo@smoug.net,Diners Club,15392,76,In-Progress,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Peggie Trejo,US,Peggie.Trejo@smoug.net,Diners Club,15392,76,Cancelled,Desktop,Occasional,HighValue,Baby_Boomers,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
Alberta Bohm,US,Alberta.Bohm@kyouin.com,Discover,15393,age-52,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberta Bohm,US,Alberta.Bohm@kyouin.com,Discover,15393,age-52,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alberta Bohm,US,Alberta.Bohm@kyouin.com,Discover,15393,age-52,Complete,Desktop,Occasional,MediumValue,Gen_Z,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Maurice Proper,US,Maurice.Proper@fubako.com,JCB,15394,64,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Maurice Proper,US,Maurice.Proper@fubako.com,JCB,15394,64,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maurice Proper,US,Maurice.Proper@fubako.com,JCB,15394,64,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Israel Phillips,US,Israel.Phillips@pc_run.zzn.com,Master Card,15395,61,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Israel Phillips,US,Israel.Phillips@pc_run.zzn.com,Master Card,15395,61,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Israel Phillips,US,Israel.Phillips@pc_run.zzn.com,Master Card,15395,61,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Israel Phillips,US,Israel.Phillips@pc_run.zzn.com,Master Card,15395,61,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Israel Phillips,US,Israel.Phillips@pc_run.zzn.com,Master Card,15395,61,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernarda Almeida,US,Bernarda.Almeida@glaystyle.net,VISA,15396,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernarda Almeida,US,Bernarda.Almeida@glaystyle.net,VISA,15396,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernarda Almeida,US,Bernarda.Almeida@glaystyle.net,VISA,15396,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bernarda Almeida,US,Bernarda.Almeida@glaystyle.net,VISA,15396,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bernarda Almeida,US,Bernarda.Almeida@glaystyle.net,VISA,15396,34,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lesley Hutson,US,Lesley.Hutson@drive.co.jp,Master Card,15397,25,Complete,Phone,Frequent,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Alex Damm,US,Alex.Damm@ezweb.ne.jp,Discover,15398,79,In-Progress,Desktop,Occasional,MediumValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Alex Damm,US,Alex.Damm@ezweb.ne.jp,Discover,15398,79,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Alex Damm,US,Alex.Damm@ezweb.ne.jp,Discover,15398,79,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
Alex Damm,US,Alex.Damm@ezweb.ne.jp,Discover,15398,79,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
Korey Paul,US,Korey.Paul@spambob.com,Master Card,15399,NA,Cancelled,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korey Paul,US,Korey.Paul@spambob.com,Master Card,15399,NA,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
Korey Paul,US,Korey.Paul@spambob.com,Master Card,15399,NA,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol Patino,US,Carol.Patino@ezweb.ne.jp,Discover,15400,NA,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Carol Patino,US,Carol.Patino@ezweb.ne.jp,Discover,15400,NA,In-Progress,Phone,FirstTime,MediumValue,Gen_Z,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Carol Patino,US,Carol.Patino@ezweb.ne.jp,Discover,15400,NA,In-Progress,Phone,FirstTime,MediumValue,Gen_Z,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol Patino,US,Carol.Patino@ezweb.ne.jp,Discover,15400,NA,Complete,Phone,FirstTime,LowValue,Gen_Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol Patino,US,Carol.Patino@ezweb.ne.jp,Discover,15400,NA,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brandy Williams,US,Brandy.Williams@otegami.com,Discover,15401,35,Complete,Phone,Occasional,LowValue,Gen_Y,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karin Golden,US,Karin.Golden@mail.goo.ne.jp,Discover,15402,58,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Karin Golden,US,Karin.Golden@mail.goo.ne.jp,Discover,15402,58,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Karin Golden,US,Karin.Golden@mail.goo.ne.jp,Discover,15402,58,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santos Ball,US,Santos.Ball@uymail.com,VISA,15403,73,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0
Santos Ball,US,Santos.Ball@uymail.com,VISA,15403,73,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0
Santos Ball,US,Santos.Ball@uymail.com,VISA,15403,73,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Santos Ball,US,Santos.Ball@uymail.com,VISA,15403,73,Abandoned,Desktop,Occasional,MediumValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
Drew Holland,US,Drew.Holland@lopox.com,Discover,15404,NA,Complete,Phone,Frequent,MediumValue,Gen_Z,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Drew Holland,US,Drew.Holland@lopox.com,Discover,15404,NA,Complete,Phone,Frequent,MediumValue,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1
Drew Holland,US,Drew.Holland@lopox.com,Discover,15404,NA,Complete,Phone,Frequent,MediumValue,Gen_Z,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Timothy Garcia,US,Timothy.Garcia@yahoo.co.jp,American Express,15405,26,Complete,Phone,Occasional,HighValue,Gen_Y,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
Vivian Montanez,US,Vivian.Montanez@uymail.com,JCB,15406,30,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Vivian Montanez,US,Vivian.Montanez@uymail.com,JCB,15406,30,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vivian Montanez,US,Vivian.Montanez@uymail.com,JCB,15406,30,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Modesta Stadler,US,Modesta.Stadler@lopox.com,American Express,15407,32,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Modesta Stadler,US,Modesta.Stadler@lopox.com,American Express,15407,32,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modesta Stadler,US,Modesta.Stadler@lopox.com,American Express,15407,32,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yolonda Basnight,US,Yolonda.Basnight@yahoo.co.jp,JCB,15408,37,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kristi Bass,US,Kristi.Bass@mailinator.com,JCB,15409,67,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Kristi Bass,US,Kristi.Bass@mailinator.com,JCB,15409,67,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Kristi Bass,US,Kristi.Bass@mailinator.com,JCB,15409,67,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Kristi Bass,US,Kristi.Bass@mailinator.com,JCB,15409,67,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Pam England,US,Pam.England@sailormoon.com,Master Card,15410,23,Complete,Desktop,FirstTime,MediumValue,Gen_Y,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
Pam England,US,Pam.England@sailormoon.com,Master Card,15410,23,Complete,Desktop,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
